ts,p0,p1,p2,p3
16.3445460,-0.4334946,178.8969290,120.2028862,107.7892236
16.3758190,-0.2226909,179.4540892,120.3467966,108.3873339
16.4078330,0.0693718,180.1527243,121.2378952,109.6353109
16.4388820,0.2206113,181.2513884,121.6571140,109.5634188
16.4705740,-0.1273580,181.1236953,122.0005292,110.1924965
16.5023600,-0.9628526,181.2910840,121.8160412,110.4335010
16.5343600,-2.0331857,181.2942610,121.8992630,110.8825799
16.5741020,-3.1248838,181.6597208,121.4094342,110.4101690
16.6148900,-4.0317438,181.4843672,121.2234950,109.9878657
16.6522370,-4.5987101,181.6803283,120.8705013,110.1718860
16.6860290,-4.7715699,181.0334674,120.5475443,109.6336788
16.7170750,-4.5727399,180.7261371,120.4862907,109.4618926
16.7483190,-4.0979883,180.7463719,120.4210326,109.2777859
16.7825320,-3.4863669,180.5971384,120.3079232,109.3926625
16.8138090,-2.8523812,180.5645586,120.4010706,109.7530276
16.8427470,-2.0526352,180.5810897,120.2190317,109.1504218
16.8721520,-0.7735326,180.3387083,119.6523923,109.2186389
16.9118870,0.9283609,180.4138063,119.7738723,109.0155564
16.9525640,2.7263786,180.1114343,119.8576297,108.6564722
16.9871630,4.3631196,180.2979025,120.1299291,108.9127730
17.0263190,5.6472155,179.5592790,119.9009084,108.5085797
17.0612050,6.4611231,179.5416511,119.3784973,108.7420134
17.0979600,6.7962769,179.5818951,119.4066368,108.4452992
17.1335270,6.7245778,178.3424129,118.7245609,107.5660812
17.1666330,6.3271716,178.5312890,118.9935606,107.2974583
17.2027000,5.6958991,178.6456268,118.6959066,106.9948016
17.2388720,4.9423982,178.1037639,118.5057994,106.7309814
17.2704050,4.1505177,178.1726147,118.4279991,106.2625163
17.3023260,3.3514758,177.9768332,118.2914422,106.5289514
17.3378920,2.5629508,178.1021095,118.3386495,106.7703597
17.3712300,1.8040133,177.9232913,118.0060275,106.4772546
17.4147250,1.0759228,177.9605447,118.0105119,106.6152750
17.4472810,0.3922500,177.8617196,118.0090281,106.8388238
17.4632900,-0.1983044,177.8363782,117.9133364,106.6881137
17.4954380,-0.6623795,177.9187075,117.8976708,107.0895130
17.5287580,-1.0151261,177.9738898,117.8043890,106.8386281
17.5585870,-1.2759078,177.9509366,117.9794764,106.4179482
17.5977370,-1.4626937,178.5291899,118.3781508,106.4239417
17.6321260,-1.6212574,178.7266052,118.7195184,107.1086635
17.6658320,-1.7824547,179.0771244,118.8323169,107.3794949
17.6998360,-1.9253695,178.9330674,118.7563759,107.2893036
17.7350750,-2.0235073,179.1836384,119.2194057,107.3422776
17.7632550,-2.0771494,179.0012948,119.1328605,107.6865197
17.8004490,-2.0769598,178.8791788,118.8403287,107.6600395
17.8349120,-2.0115904,179.1817403,119.1997873,107.7907313
17.8677110,-1.8973236,179.2781420,119.2626002,108.2922203
17.9009490,-1.7557080,179.2152710,119.3421277,108.1407100
17.9353860,-1.6092339,179.4551621,119.6075581,108.3458715
17.9758130,-1.4736292,179.3634816,119.5985322,108.1796565
18.0222360,-1.3370078,179.3617735,119.5952013,108.3678449
18.0596450,-1.1668962,179.2131287,119.1945322,108.1700877
18.0987510,-0.9356057,178.6522742,118.6493630,107.6431371
18.1382330,-0.6472243,178.5702842,118.1406264,107.1887499
18.1573870,-0.3265682,177.8085842,117.2825004,106.1608527
18.1947280,-0.0052838,177.8192447,117.2034214,106.4099089
18.2304980,0.2875134,177.6868283,116.9715298,105.8073977
18.2618830,0.5311089,177.5331483,116.7345847,105.5278835
